Model,Category,Difficulty,Video ID,Frames,Yes Count,Detection Rate,Has Detection,Top 10 Yes Confidences
LLaVA,Burglary,easy,Burglary068_x264,22,4,0.1818,True,"[0.78, 0.62, 0.61, 0.61]"
LLaVA,Burglary,easy,Burglary069_x264,70,69,0.9857,True,"[0.9, 0.88, 0.86, 0.86, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83]"
LLaVA,Burglary,easy,Burglary070_x264,26,3,0.1154,True,"[0.63, 0.63, 0.54]"
LLaVA,Burglary,easy,Burglary071_x264,119,29,0.2437,True,"[0.76, 0.73, 0.71, 0.71, 0.7, 0.7, 0.7, 0.68, 0.68, 0.68]"
LLaVA,Burglary,easy,Burglary072_x264,84,12,0.1429,True,"[0.9, 0.87, 0.85, 0.75, 0.66, 0.65, 0.65, 0.65, 0.62, 0.61]"
LLaVA,Burglary,easy,Burglary073_x264,92,44,0.4783,True,"[0.87, 0.86, 0.85, 0.84, 0.84, 0.83, 0.82, 0.81, 0.8, 0.8]"
LLaVA,Burglary,easy,Burglary074_x264,74,62,0.8378,True,"[0.94, 0.93, 0.91, 0.91, 0.91, 0.9, 0.9, 0.9, 0.88, 0.88]"
LLaVA,Burglary,easy,Burglary075_x264,519,0,0.0,False,[]
LLaVA,Burglary,easy,Burglary076_x264,430,18,0.0419,True,"[0.9, 0.9, 0.89, 0.77, 0.76, 0.75, 0.75, 0.73, 0.73, 0.71]"
LLaVA,Burglary,easy,Burglary077_x264,63,42,0.6667,True,"[0.94, 0.92, 0.9, 0.89, 0.89, 0.89, 0.89, 0.88, 0.87, 0.85]"
LLaVA,Burglary,easy,Burglary078_x264,10,9,0.9,True,"[0.84, 0.77, 0.62, 0.6, 0.58, 0.58, 0.57, 0.57, 0.55]"
LLaVA,Burglary,easy,Burglary079_x264,495,209,0.4222,True,"[0.95, 0.95, 0.92, 0.92, 0.92, 0.91, 0.91, 0.91, 0.91, 0.91]"
LLaVA,Burglary,easy,Burglary080_x264,38,7,0.1842,True,"[0.66, 0.61, 0.6, 0.57, 0.54, 0.51, 0.5]"
LLaVA,Burglary,easy,Burglary081_x264,13,12,0.9231,True,"[0.94, 0.94, 0.91, 0.9, 0.88, 0.86, 0.85, 0.84, 0.84, 0.83]"
LLaVA,Burglary,easy,Burglary082_x264,92,6,0.0652,True,"[0.76, 0.75, 0.75, 0.73, 0.72, 0.64]"
LLaVA,Burglary,easy,Burglary083_x264,196,0,0.0,False,[]
LLaVA,Burglary,easy,Burglary084_x264,150,90,0.6,True,"[0.9, 0.89, 0.87, 0.86, 0.86, 0.83, 0.81, 0.8, 0.79, 0.78]"
LLaVA,Burglary,easy,Burglary085_x264,96,1,0.0104,True,[0.62]
LLaVA,Burglary,easy,Burglary086_x264,108,61,0.5648,True,"[0.84, 0.61, 0.61, 0.6, 0.6, 0.59, 0.59, 0.59, 0.58, 0.58]"
LLaVA,Burglary,easy,Burglary087_x264,73,29,0.3973,True,"[0.85, 0.81, 0.8, 0.77, 0.77, 0.76, 0.63, 0.63, 0.63, 0.62]"
LLaVA,Burglary,easy,Burglary088_x264,162,28,0.1728,True,"[0.88, 0.85, 0.75, 0.62, 0.62, 0.62, 0.61, 0.61, 0.6, 0.58]"
LLaVA,Burglary,easy,Burglary089_x264,111,47,0.4234,True,"[0.85, 0.83, 0.82, 0.81, 0.81, 0.79, 0.79, 0.79, 0.79, 0.78]"
LLaVA,Burglary,easy,Burglary090_x264,92,6,0.0652,True,"[0.78, 0.75, 0.73, 0.65, 0.62, 0.6]"
LLaVA,Burglary,easy,Burglary091_x264,110,93,0.8455,True,"[0.8, 0.8, 0.79, 0.78, 0.78, 0.77, 0.77, 0.76, 0.65, 0.63]"
LLaVA,Burglary,easy,Burglary092_x264,20,5,0.25,True,"[0.8, 0.76, 0.73, 0.72, 0.62]"
LLaVA,Burglary,easy,Burglary093_x264,25,0,0.0,False,[]
LLaVA,Burglary,easy,Burglary094_x264,48,1,0.0208,True,[0.62]
LLaVA,Burglary,easy,Burglary095_x264,1355,0,0.0,False,[]
LLaVA,Burglary,easy,Burglary096_x264,220,14,0.0636,True,"[0.68, 0.68, 0.63, 0.63, 0.62, 0.61, 0.61, 0.61, 0.6, 0.6]"
LLaVA,Burglary,easy,Burglary097_x264,10,1,0.1,True,[0.78]
LLaVA,Burglary,easy,Burglary098_x264,30,30,1.0,True,"[0.77, 0.76, 0.75, 0.74, 0.73, 0.71, 0.71, 0.69, 0.69, 0.68]"
LLaVA,Burglary,easy,Burglary099_x264,44,36,0.8182,True,"[0.86, 0.85, 0.83, 0.82, 0.82, 0.81, 0.8, 0.79, 0.79, 0.78]"
LLaVA,Burglary,easy,Burglary100_x264,246,128,0.5203,True,"[0.88, 0.87, 0.87, 0.86, 0.86, 0.86, 0.86, 0.86, 0.86, 0.85]"
LLaVA,Burglary,hard,Burglary001_x264,132,123,0.9318,True,"[0.96, 0.96, 0.96, 0.96, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95]"
LLaVA,Burglary,hard,Burglary002_x264,102,39,0.3824,True,"[0.83, 0.8, 0.79, 0.79, 0.79, 0.78, 0.78, 0.77, 0.77, 0.76]"
LLaVA,Burglary,hard,Burglary003_x264,39,39,1.0,True,"[0.83, 0.83, 0.83, 0.82, 0.82, 0.82, 0.81, 0.81, 0.81, 0.81]"
LLaVA,Burglary,hard,Burglary004_x264,59,53,0.8983,True,"[0.94, 0.94, 0.94, 0.94, 0.93, 0.92, 0.92, 0.92, 0.92, 0.91]"
LLaVA,Burglary,hard,Burglary005_x264,257,105,0.4086,True,"[0.9, 0.88, 0.87, 0.84, 0.83, 0.83, 0.82, 0.82, 0.81, 0.81]"
LLaVA,Burglary,hard,Burglary006_x264,297,297,1.0,True,"[0.91, 0.9, 0.89, 0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.88]"
LLaVA,Burglary,hard,Burglary007_x264,36,36,1.0,True,"[0.97, 0.96, 0.93, 0.92, 0.91, 0.9, 0.89, 0.89, 0.89, 0.89]"
LLaVA,Burglary,hard,Burglary008_x264,164,73,0.4451,True,"[0.94, 0.94, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.91, 0.91]"
LLaVA,Burglary,hard,Burglary009_x264,85,81,0.9529,True,"[0.97, 0.96, 0.96, 0.95, 0.95, 0.95, 0.95, 0.94, 0.94, 0.94]"
LLaVA,Burglary,hard,Burglary010_x264,196,84,0.4286,True,"[0.9, 0.9, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87]"
LLaVA,Burglary,hard,Burglary011_x264,65,63,0.9692,True,"[0.97, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.95]"
LLaVA,Burglary,hard,Burglary012_x264,56,56,1.0,True,"[0.96, 0.95, 0.94, 0.94, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92]"
LLaVA,Burglary,hard,Burglary013_x264,74,65,0.8784,True,"[0.96, 0.95, 0.94, 0.92, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89]"
LLaVA,Burglary,hard,Burglary014_x264,85,81,0.9529,True,"[0.92, 0.92, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.89]"
LLaVA,Burglary,hard,Burglary015_x264,37,11,0.2973,True,"[0.77, 0.74, 0.73, 0.72, 0.71, 0.7, 0.69, 0.68, 0.68, 0.68]"
LLaVA,Burglary,hard,Burglary016_x264,175,157,0.8971,True,"[0.9, 0.89, 0.88, 0.86, 0.86, 0.86, 0.86, 0.85, 0.85, 0.83]"
LLaVA,Burglary,hard,Burglary017_x264,70,63,0.9,True,"[0.9, 0.9, 0.9, 0.89, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87]"
LLaVA,Burglary,hard,Burglary018_x264,37,31,0.8378,True,"[0.91, 0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87]"
LLaVA,Burglary,hard,Burglary019_x264,96,83,0.8646,True,"[0.91, 0.9, 0.9, 0.89, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87]"
LLaVA,Burglary,hard,Burglary020_x264,110,43,0.3909,True,"[0.75, 0.75, 0.74, 0.73, 0.73, 0.73, 0.72, 0.72, 0.72, 0.71]"
LLaVA,Burglary,hard,Burglary021_x264,51,47,0.9216,True,"[0.96, 0.95, 0.94, 0.93, 0.93, 0.92, 0.92, 0.9, 0.9, 0.89]"
LLaVA,Burglary,hard,Burglary022_x264,94,88,0.9362,True,"[0.95, 0.94, 0.93, 0.93, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92]"
LLaVA,Burglary,hard,Burglary023_x264,331,297,0.8973,True,"[0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92]"
LLaVA,Burglary,hard,Burglary024_x264,120,106,0.8833,True,"[0.88, 0.87, 0.85, 0.85, 0.85, 0.85, 0.84, 0.84, 0.84, 0.83]"
LLaVA,Burglary,hard,Burglary025_x264,207,164,0.7923,True,"[0.85, 0.85, 0.85, 0.84, 0.84, 0.84, 0.84, 0.84, 0.83, 0.83]"
LLaVA,Burglary,hard,Burglary026_x264,51,14,0.2745,True,"[0.83, 0.82, 0.81, 0.78, 0.77, 0.76, 0.75, 0.73, 0.73, 0.72]"
LLaVA,Burglary,hard,Burglary027_x264,103,55,0.534,True,"[0.92, 0.91, 0.89, 0.89, 0.88, 0.88, 0.88, 0.87, 0.87, 0.86]"
LLaVA,Burglary,hard,Burglary028_x264,31,29,0.9355,True,"[0.86, 0.85, 0.84, 0.84, 0.83, 0.82, 0.82, 0.81, 0.8, 0.8]"
LLaVA,Burglary,hard,Burglary029_x264,167,20,0.1198,True,"[0.89, 0.88, 0.87, 0.87, 0.86, 0.78, 0.77, 0.77, 0.76, 0.76]"
LLaVA,Burglary,hard,Burglary030_x264,29,3,0.1034,True,"[0.75, 0.74, 0.73]"
LLaVA,Burglary,hard,Burglary031_x264,208,193,0.9279,True,"[0.95, 0.94, 0.94, 0.94, 0.94, 0.94, 0.93, 0.92, 0.92, 0.92]"
LLaVA,Burglary,hard,Burglary032_x264,526,526,1.0,True,"[0.91, 0.91, 0.9, 0.9, 0.89, 0.89, 0.89, 0.88, 0.88, 0.88]"
LLaVA,Burglary,hard,Burglary033_x264,41,12,0.2927,True,"[0.79, 0.76, 0.75, 0.75, 0.74, 0.74, 0.74, 0.72, 0.72, 0.71]"
LLaVA,Burglary,hard,Burglary034_x264,42,42,1.0,True,"[0.85, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83, 0.83, 0.82, 0.82]"
LLaVA,Burglary,hard,Burglary035_x264,135,103,0.763,True,"[0.86, 0.86, 0.84, 0.83, 0.83, 0.83, 0.82, 0.82, 0.82, 0.82]"
LLaVA,Burglary,hard,Burglary036_x264,33,33,1.0,True,"[0.89, 0.89, 0.88, 0.88, 0.87, 0.87, 0.86, 0.86, 0.86, 0.85]"
LLaVA,Burglary,hard,Burglary037_x264,64,64,1.0,True,"[0.91, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89, 0.89, 0.89]"
LLaVA,Burglary,hard,Burglary038_x264,29,14,0.4828,True,"[0.89, 0.88, 0.85, 0.84, 0.83, 0.81, 0.8, 0.79, 0.79, 0.77]"
LLaVA,Burglary,hard,Burglary039_x264,314,92,0.293,True,"[0.88, 0.87, 0.85, 0.85, 0.85, 0.84, 0.84, 0.83, 0.83, 0.83]"
LLaVA,Burglary,hard,Burglary040_x264,190,7,0.0368,True,"[0.77, 0.76, 0.74, 0.74, 0.74, 0.73, 0.7]"
LLaVA,Burglary,hard,Burglary041_x264,60,34,0.5667,True,"[0.92, 0.91, 0.91, 0.88, 0.87, 0.86, 0.85, 0.84, 0.84, 0.83]"
LLaVA,Burglary,hard,Burglary042_x264,141,0,0.0,False,[]
LLaVA,Burglary,hard,Burglary043_x264,17,11,0.6471,True,"[0.83, 0.83, 0.77, 0.77, 0.77, 0.77, 0.77, 0.76, 0.75, 0.75]"
LLaVA,Burglary,hard,Burglary044_x264,228,104,0.4561,True,"[0.87, 0.86, 0.85, 0.85, 0.83, 0.83, 0.83, 0.83, 0.83, 0.83]"
LLaVA,Burglary,hard,Burglary045_x264,365,316,0.8658,True,"[0.96, 0.94, 0.94, 0.93, 0.93, 0.93, 0.93, 0.93, 0.93, 0.92]"
LLaVA,Burglary,hard,Burglary046_x264,76,70,0.9211,True,"[0.97, 0.95, 0.94, 0.94, 0.94, 0.93, 0.92, 0.91, 0.9, 0.89]"
LLaVA,Burglary,hard,Burglary047_x264,92,79,0.8587,True,"[0.96, 0.94, 0.94, 0.94, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92]"
LLaVA,Burglary,hard,Burglary048_x264,55,47,0.8545,True,"[0.9, 0.89, 0.89, 0.89, 0.88, 0.88, 0.88, 0.88, 0.88, 0.87]"
LLaVA,Burglary,hard,Burglary049_x264,307,183,0.5961,True,"[0.97, 0.96, 0.96, 0.96, 0.96, 0.96, 0.95, 0.95, 0.95, 0.95]"
LLaVA,Burglary,hard,Burglary050_x264,38,28,0.7368,True,"[0.88, 0.86, 0.86, 0.86, 0.85, 0.85, 0.84, 0.84, 0.84, 0.83]"
LLaVA,Burglary,hard,Burglary051_x264,42,35,0.8333,True,"[0.93, 0.91, 0.91, 0.9, 0.89, 0.88, 0.87, 0.87, 0.87, 0.86]"
LLaVA,Burglary,hard,Burglary052_x264,332,254,0.7651,True,"[0.92, 0.91, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9, 0.89, 0.89]"
LLaVA,Burglary,hard,Burglary053_x264,109,56,0.5138,True,"[0.88, 0.86, 0.85, 0.81, 0.79, 0.79, 0.79, 0.78, 0.78, 0.78]"
LLaVA,Burglary,hard,Burglary054_x264,15,11,0.7333,True,"[0.92, 0.91, 0.89, 0.88, 0.86, 0.84, 0.84, 0.81, 0.8, 0.75]"
LLaVA,Burglary,hard,Burglary055_x264,93,88,0.9462,True,"[0.92, 0.89, 0.88, 0.88, 0.88, 0.88, 0.86, 0.86, 0.86, 0.86]"
LLaVA,Burglary,hard,Burglary056_x264,47,46,0.9787,True,"[0.86, 0.85, 0.84, 0.84, 0.84, 0.83, 0.82, 0.81, 0.8, 0.8]"
LLaVA,Burglary,hard,Burglary057_x264,184,162,0.8804,True,"[0.93, 0.92, 0.92, 0.91, 0.91, 0.9, 0.9, 0.9, 0.9, 0.9]"
LLaVA,Burglary,hard,Burglary058_x264,381,207,0.5433,True,"[0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96, 0.96]"
LLaVA,Burglary,hard,Burglary059_x264,14,14,1.0,True,"[0.92, 0.91, 0.91, 0.91, 0.9, 0.87, 0.87, 0.87, 0.86, 0.86]"
LLaVA,Burglary,hard,Burglary060_x264,25,13,0.52,True,"[0.78, 0.76, 0.74, 0.72, 0.71, 0.7, 0.7, 0.68, 0.68, 0.67]"
LLaVA,Burglary,hard,Burglary061_x264,299,183,0.612,True,"[0.84, 0.83, 0.83, 0.82, 0.82, 0.81, 0.8, 0.79, 0.79, 0.79]"
LLaVA,Burglary,hard,Burglary062_x264,375,182,0.4853,True,"[0.91, 0.91, 0.9, 0.9, 0.9, 0.89, 0.89, 0.88, 0.88, 0.88]"
LLaVA,Burglary,hard,Burglary063_x264,141,65,0.461,True,"[0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95]"
LLaVA,Burglary,hard,Burglary064_x264,1620,1618,0.9988,True,"[0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97]"
LLaVA,Burglary,hard,Burglary065_x264,312,34,0.109,True,"[0.87, 0.85, 0.82, 0.8, 0.8, 0.8, 0.78, 0.77, 0.77, 0.77]"
LLaVA,Burglary,hard,Burglary066_x264,73,41,0.5616,True,"[0.84, 0.83, 0.82, 0.82, 0.82, 0.81, 0.8, 0.8, 0.8, 0.8]"
LLaVA,Burglary,hard,Burglary067_x264,43,18,0.4186,True,"[0.85, 0.84, 0.83, 0.82, 0.81, 0.8, 0.79, 0.78, 0.78, 0.77]"
LLaVA,Burglary,hard,Burglary068_x264,22,11,0.5,True,"[0.84, 0.83, 0.82, 0.81, 0.78, 0.77, 0.74, 0.74, 0.73, 0.73]"
LLaVA,Burglary,hard,Burglary069_x264,70,70,1.0,True,"[0.91, 0.9, 0.89, 0.89, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87]"
LLaVA,Burglary,hard,Burglary070_x264,26,3,0.1154,True,"[0.8, 0.78, 0.71]"
LLaVA,Burglary,hard,Burglary071_x264,119,23,0.1933,True,"[0.84, 0.82, 0.82, 0.81, 0.81, 0.8, 0.79, 0.79, 0.78, 0.78]"
LLaVA,Burglary,hard,Burglary072_x264,84,77,0.9167,True,"[0.91, 0.9, 0.88, 0.88, 0.87, 0.87, 0.86, 0.86, 0.86, 0.86]"
LLaVA,Burglary,hard,Burglary073_x264,92,80,0.8696,True,"[0.86, 0.85, 0.84, 0.84, 0.83, 0.83, 0.83, 0.82, 0.82, 0.82]"
LLaVA,Burglary,hard,Burglary074_x264,74,67,0.9054,True,"[0.96, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.91, 0.91, 0.91]"
LLaVA,Burglary,hard,Burglary075_x264,519,0,0.0,False,[]
LLaVA,Burglary,hard,Burglary076_x264,430,49,0.114,True,"[0.84, 0.83, 0.81, 0.81, 0.81, 0.8, 0.8, 0.79, 0.79, 0.77]"
LLaVA,Burglary,hard,Burglary077_x264,63,48,0.7619,True,"[0.96, 0.93, 0.93, 0.93, 0.93, 0.92, 0.92, 0.92, 0.92, 0.92]"
LLaVA,Burglary,hard,Burglary078_x264,10,8,0.8,True,"[0.82, 0.82, 0.81, 0.81, 0.8, 0.79, 0.77, 0.72]"
LLaVA,Burglary,hard,Burglary079_x264,495,230,0.4646,True,"[0.95, 0.95, 0.95, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.93]"
LLaVA,Burglary,hard,Burglary080_x264,38,35,0.9211,True,"[0.93, 0.92, 0.91, 0.9, 0.9, 0.9, 0.89, 0.89, 0.89, 0.89]"
LLaVA,Burglary,hard,Burglary081_x264,13,12,0.9231,True,"[0.89, 0.84, 0.84, 0.83, 0.82, 0.79, 0.78, 0.77, 0.77, 0.74]"
LLaVA,Burglary,hard,Burglary082_x264,92,9,0.0978,True,"[0.83, 0.81, 0.81, 0.8, 0.8, 0.79, 0.79, 0.78, 0.71]"
LLaVA,Burglary,hard,Burglary083_x264,196,0,0.0,False,[]
LLaVA,Burglary,hard,Burglary084_x264,150,141,0.94,True,"[0.92, 0.9, 0.9, 0.9, 0.9, 0.89, 0.89, 0.88, 0.88, 0.87]"
LLaVA,Burglary,hard,Burglary085_x264,96,1,0.0104,True,[0.7]
LLaVA,Burglary,hard,Burglary086_x264,108,77,0.713,True,"[0.89, 0.88, 0.88, 0.88, 0.87, 0.86, 0.86, 0.86, 0.86, 0.86]"
LLaVA,Burglary,hard,Burglary087_x264,73,34,0.4658,True,"[0.87, 0.86, 0.83, 0.83, 0.82, 0.82, 0.82, 0.81, 0.81, 0.8]"
LLaVA,Burglary,hard,Burglary088_x264,162,91,0.5617,True,"[0.95, 0.95, 0.95, 0.94, 0.94, 0.94, 0.94, 0.94, 0.93, 0.93]"
LLaVA,Burglary,hard,Burglary089_x264,111,41,0.3694,True,"[0.86, 0.83, 0.82, 0.81, 0.8, 0.8, 0.8, 0.79, 0.78, 0.78]"
LLaVA,Burglary,hard,Burglary090_x264,92,35,0.3804,True,"[0.79, 0.78, 0.77, 0.76, 0.76, 0.75, 0.75, 0.75, 0.75, 0.74]"
LLaVA,Burglary,hard,Burglary091_x264,110,110,1.0,True,"[0.89, 0.86, 0.86, 0.86, 0.86, 0.86, 0.85, 0.85, 0.85, 0.85]"
LLaVA,Burglary,hard,Burglary092_x264,20,11,0.55,True,"[0.83, 0.79, 0.78, 0.77, 0.77, 0.74, 0.73, 0.72, 0.71, 0.69]"
LLaVA,Burglary,hard,Burglary093_x264,25,0,0.0,False,[]
LLaVA,Burglary,hard,Burglary094_x264,48,14,0.2917,True,"[0.84, 0.81, 0.78, 0.76, 0.75, 0.74, 0.74, 0.73, 0.73, 0.72]"
LLaVA,Burglary,hard,Burglary095_x264,1355,0,0.0,False,[]
LLaVA,Burglary,hard,Burglary096_x264,220,21,0.0955,True,"[0.88, 0.86, 0.84, 0.82, 0.82, 0.79, 0.78, 0.78, 0.76, 0.76]"
LLaVA,Burglary,hard,Burglary097_x264,10,10,1.0,True,"[0.82, 0.8, 0.79, 0.77, 0.77, 0.75, 0.74, 0.7, 0.7, 0.68]"
LLaVA,Burglary,hard,Burglary098_x264,30,30,1.0,True,"[0.97, 0.97, 0.97, 0.97, 0.97, 0.97, 0.97, 0.97, 0.97, 0.97]"
LLaVA,Burglary,hard,Burglary099_x264,44,38,0.8636,True,"[0.87, 0.86, 0.84, 0.84, 0.83, 0.83, 0.83, 0.82, 0.82, 0.82]"
LLaVA,Burglary,hard,Burglary100_x264,246,246,1.0,True,"[0.89, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.87]"
LLaVA,Burglary,medium,Burglary001_x264,132,3,0.0227,True,"[0.8, 0.79, 0.77]"
LLaVA,Burglary,medium,Burglary002_x264,102,1,0.0098,True,[0.81]
LLaVA,Burglary,medium,Burglary003_x264,39,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary004_x264,59,30,0.5085,True,"[0.89, 0.88, 0.88, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86, 0.86]"
LLaVA,Burglary,medium,Burglary005_x264,257,30,0.1167,True,"[0.85, 0.84, 0.84, 0.81, 0.81, 0.79, 0.79, 0.79, 0.77, 0.76]"
LLaVA,Burglary,medium,Burglary006_x264,297,14,0.0471,True,"[0.82, 0.82, 0.82, 0.81, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8]"
LLaVA,Burglary,medium,Burglary007_x264,36,22,0.6111,True,"[0.89, 0.89, 0.88, 0.88, 0.85, 0.84, 0.82, 0.82, 0.82, 0.81]"
LLaVA,Burglary,medium,Burglary008_x264,164,23,0.1402,True,"[0.86, 0.81, 0.79, 0.79, 0.76, 0.76, 0.75, 0.74, 0.74, 0.73]"
LLaVA,Burglary,medium,Burglary009_x264,85,83,0.9765,True,"[0.91, 0.9, 0.9, 0.88, 0.88, 0.88, 0.88, 0.87, 0.87, 0.86]"
LLaVA,Burglary,medium,Burglary010_x264,196,56,0.2857,True,"[0.86, 0.83, 0.82, 0.82, 0.81, 0.81, 0.81, 0.8, 0.8, 0.79]"
LLaVA,Burglary,medium,Burglary011_x264,65,43,0.6615,True,"[0.85, 0.84, 0.84, 0.84, 0.84, 0.83, 0.83, 0.83, 0.82, 0.82]"
LLaVA,Burglary,medium,Burglary012_x264,56,27,0.4821,True,"[0.88, 0.88, 0.86, 0.85, 0.84, 0.84, 0.83, 0.82, 0.82, 0.82]"
LLaVA,Burglary,medium,Burglary013_x264,74,16,0.2162,True,"[0.88, 0.85, 0.83, 0.82, 0.82, 0.81, 0.81, 0.81, 0.8, 0.8]"
LLaVA,Burglary,medium,Burglary014_x264,85,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary015_x264,37,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary016_x264,175,7,0.04,True,"[0.79, 0.79, 0.78, 0.77, 0.74, 0.73, 0.72]"
LLaVA,Burglary,medium,Burglary017_x264,70,25,0.3571,True,"[0.84, 0.83, 0.83, 0.83, 0.83, 0.82, 0.82, 0.8, 0.8, 0.8]"
LLaVA,Burglary,medium,Burglary018_x264,37,13,0.3514,True,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.79, 0.79]"
LLaVA,Burglary,medium,Burglary019_x264,96,10,0.1042,True,"[0.84, 0.8, 0.8, 0.8, 0.8, 0.79, 0.79, 0.79, 0.78, 0.76]"
LLaVA,Burglary,medium,Burglary020_x264,110,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary021_x264,51,15,0.2941,True,"[0.85, 0.85, 0.85, 0.83, 0.82, 0.81, 0.8, 0.78, 0.78, 0.78]"
LLaVA,Burglary,medium,Burglary022_x264,94,43,0.4574,True,"[0.87, 0.87, 0.84, 0.83, 0.83, 0.82, 0.82, 0.82, 0.81, 0.81]"
LLaVA,Burglary,medium,Burglary023_x264,331,3,0.0091,True,"[0.79, 0.79, 0.77]"
LLaVA,Burglary,medium,Burglary024_x264,120,9,0.075,True,"[0.8, 0.77, 0.76, 0.75, 0.75, 0.74, 0.74, 0.74, 0.73]"
LLaVA,Burglary,medium,Burglary025_x264,207,8,0.0386,True,"[0.8, 0.8, 0.79, 0.79, 0.79, 0.79, 0.77, 0.77]"
LLaVA,Burglary,medium,Burglary026_x264,51,3,0.0588,True,"[0.76, 0.76, 0.74]"
LLaVA,Burglary,medium,Burglary027_x264,103,31,0.301,True,"[0.83, 0.83, 0.82, 0.81, 0.79, 0.79, 0.79, 0.79, 0.78, 0.78]"
LLaVA,Burglary,medium,Burglary028_x264,31,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary029_x264,167,133,0.7964,True,"[0.85, 0.83, 0.83, 0.83, 0.82, 0.82, 0.82, 0.81, 0.81, 0.81]"
LLaVA,Burglary,medium,Burglary030_x264,29,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary031_x264,208,104,0.5,True,"[0.88, 0.87, 0.87, 0.87, 0.87, 0.86, 0.86, 0.86, 0.86, 0.86]"
LLaVA,Burglary,medium,Burglary032_x264,526,5,0.0095,True,"[0.78, 0.78, 0.78, 0.77, 0.77]"
LLaVA,Burglary,medium,Burglary033_x264,41,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary034_x264,42,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary035_x264,135,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary036_x264,33,33,1.0,True,"[0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.84, 0.83]"
LLaVA,Burglary,medium,Burglary037_x264,64,14,0.2188,True,"[0.81, 0.81, 0.81, 0.81, 0.81, 0.8, 0.79, 0.79, 0.78, 0.78]"
LLaVA,Burglary,medium,Burglary038_x264,29,23,0.7931,True,"[0.84, 0.82, 0.81, 0.8, 0.8, 0.79, 0.78, 0.77, 0.77, 0.76]"
LLaVA,Burglary,medium,Burglary039_x264,314,8,0.0255,True,"[0.82, 0.79, 0.77, 0.76, 0.76, 0.75, 0.75, 0.75]"
LLaVA,Burglary,medium,Burglary040_x264,190,5,0.0263,True,"[0.81, 0.78, 0.78, 0.75, 0.75]"
LLaVA,Burglary,medium,Burglary041_x264,60,40,0.6667,True,"[0.85, 0.84, 0.83, 0.83, 0.81, 0.81, 0.81, 0.8, 0.79, 0.77]"
LLaVA,Burglary,medium,Burglary042_x264,141,1,0.0071,True,[0.71]
LLaVA,Burglary,medium,Burglary043_x264,17,4,0.2353,True,"[0.76, 0.71, 0.71, 0.68]"
LLaVA,Burglary,medium,Burglary044_x264,228,0,0.0,False,[]
LLaVA,Burglary,medium,Burglary045_x264,365,139,0.3808,True,"[0.87, 0.86, 0.86, 0.85, 0.85, 0.85, 0.85, 0.84, 0.84, 0.83]"
LLaVA,Burglary,medium,Burglary046_x264,76,26,0.3421,True,"[0.9, 0.9, 0.9, 0.89, 0.87, 0.85, 0.85, 0.84, 0.83, 0.82]"
LLaVA,Burglary,medium,Burglary047_x264,92,56,0.6087,True,"[0.87, 0.87, 0.86, 0.86, 0.85, 0.85, 0.84, 0.84, 0.84, 0.84]"
